0,n,neutron,1,1.00866491597
68,Er,erbium,177,176.95437
69,Tm,thulium,146,145.9665
69,Tm,thulium,147,146.96108
69,Tm,thulium,148,147.95755
69,Tm,thulium,149,148.95265
69,Tm,thulium,150,149.94967
69,Tm,thulium,151,150.94543
69,Tm,thulium,152,151.9443
69,Tm,thulium,153,152.942028
69,Tm,thulium,154,153.94142
69,Tm,thulium,155,154.939192
69,Tm,thulium,156,155.93901
69,Tm,thulium,157,156.93676
69,Tm,thulium,158,157.937
69,Tm,thulium,159,158.93481
69,Tm,thulium,160,159.93509
69,Tm,thulium,161,160.9334
69,Tm,thulium,162,161.93397
69,Tm,thulium,163,162.932648
69,Tm,thulium,164,163.933451
69,Tm,thulium,165,164.932432
69,Tm,thulium,166,165.933553
69,Tm,thulium,167,166.932849
69,Tm,thulium,168,167.93417
69,Tm,thulium,169,168.934211
69,Tm,thulium,170,169.935798
69,Tm,thulium,171,170.936426
69,Tm,thulium,172,171.938396
69,Tm,thulium,173,172.9396
69,Tm,thulium,174,173.94216
69,Tm,thulium,175,174.94383
69,Tm,thulium,176,175.94699
69,Tm,thulium,177,176.94904
69,Tm,thulium,178,177.95264
69,Tm,thulium,179,178.95534
70,Yb,ytterbium,148,147.96676
70,Yb,ytterbium,149,148.96348
70,Yb,ytterbium,150,149.95799
70,Yb,ytterbium,151,150.95525
70,Yb,ytterbium,152,151.95017
70,Yb,ytterbium,153,152.94921
70,Yb,ytterbium,154,153.94624
70,Yb,ytterbium,155,154.94579
70,Yb,ytterbium,156,155.94285
70,Yb,ytterbium,157,156.94266
70,Yb,ytterbium,158,157.939858
70,Yb,ytterbium,159,158.94015
70,Yb,ytterbium,160,159.93756
70,Yb,ytterbium,161,160.93785
70,Yb,ytterbium,162,161.93575
70,Yb,ytterbium,163,162.93627
70,Yb,ytterbium,164,163.93452
70,Yb,ytterbium,165,164.935398
70,Yb,ytterbium,166,165.93388
70,Yb,ytterbium,167,166.934947
70,Yb,ytterbium,168,167.933894
70,Yb,ytterbium,169,168.935187
70,Yb,ytterbium,170,169.934759
70,Yb,ytterbium,171,170.936322
70,Yb,ytterbium,172,171.9363777
70,Yb,ytterbium,173,172.9382068
70,Yb,ytterbium,174,173.9388581
70,Yb,ytterbium,175,174.9412725
70,Yb,ytterbium,176,175.942568
70,Yb,ytterbium,177,176.945257
70,Yb,ytterbium,178,177.946643
70,Yb,ytterbium,179,178.95017
70,Yb,ytterbium,180,179.95233
70,Yb,ytterbium,181,180.95615
71,Lu,lutetium,150,149.97267
71,Lu,lutetium,151,150.96715
71,Lu,lutetium,152,151.96361
71,Lu,lutetium,153,152.95869
71,Lu,lutetium,154,153.9571
71,Lu,lutetium,155,154.95423
71,Lu,lutetium,156,155.95291
71,Lu,lutetium,157,156.950102
71,Lu,lutetium,158,157.94917
71,Lu,lutetium,159,158.94662
71,Lu,lutetium,160,159.94602
71,Lu,lutetium,161,160.94354
71,Lu,lutetium,162,161.94322
71,Lu,lutetium,163,162.9412
71,Lu,lutetium,164,163.94122
71,Lu,lutetium,165,164.93961
71,Lu,lutetium,166,165.93976
71,Lu,lutetium,167,166.93831
71,Lu,lutetium,168,167.9387
71,Lu,lutetium,169,168.937649
71,Lu,lutetium,170,169.938472
71,Lu,lutetium,171,170.93791
71,Lu,lutetium,172,171.939082
71,Lu,lutetium,173,172.938927
71,Lu,lutetium,174,173.9403335
71,Lu,lutetium,175,174.9407679
71,Lu,lutetium,176,175.9426824
71,Lu,lutetium,177,176.943755
71,Lu,lutetium,178,177.945951
71,Lu,lutetium,179,178.947324
71,Lu,lutetium,180,179.94988
71,Lu,lutetium,181,180.95197
71,Lu,lutetium,182,181.95521
71,Lu,lutetium,183,182.95757
71,Lu,lutetium,184,183.96117
72,Hf,hafnium,154,153.96425
72,Hf,hafnium,155,154.96276
72,Hf,hafnium,156,155.95925
72,Hf,hafnium,157,156.95813
72,Hf,hafnium,158,157.95465
72,Hf,hafnium,159,158.954
72,Hf,hafnium,160,159.95071
72,Hf,hafnium,161,160.95033
72,Hf,hafnium,162,161.947203
72,Hf,hafnium,163,162.94706
72,Hf,hafnium,164,163.94442
72,Hf,hafnium,165,164.94454
72,Hf,hafnium,166,165.94225
72,Hf,hafnium,167,166.9426
72,Hf,hafnium,168,167.94063
72,Hf,hafnium,169,168.94116
72,Hf,hafnium,170,169.93965
72,Hf,hafnium,171,170.94049
72,Hf,hafnium,172,171.93946
72,Hf,hafnium,173,172.94065
72,Hf,hafnium,174,173.94004
72,Hf,hafnium,175,174.941503
72,Hf,hafnium,176,175.9414018
72,Hf,hafnium,177,176.94322
72,Hf,hafnium,178,177.9436977
72,Hf,hafnium,179,178.9458151
72,Hf,hafnium,180,179.9465488
72,Hf,hafnium,181,180.9490991
72,Hf,hafnium,182,181.950553
72,Hf,hafnium,183,182.95353
72,Hf,hafnium,184,183.95545
72,Hf,hafnium,185,184.95878
72,Hf,hafnium,186,185.96092
73,Ta,tantalum,156,155.97169
73,Ta,tantalum,157,156.96815
73,Ta,tantalum,158,157.96637
73,Ta,tantalum,159,158.96291
73,Ta,tantalum,160,159.96136
73,Ta,tantalum,161,160.95837
73,Ta,tantalum,162,161.95715
73,Ta,tantalum,163,162.95432
73,Ta,tantalum,164,163.95357
73,Ta,tantalum,165,164.95082
73,Ta,tantalum,166,165.95047
73,Ta,tantalum,167,166.94797
73,Ta,tantalum,168,167.94779
73,Ta,tantalum,169,168.94592
73,Ta,tantalum,170,169.94609
73,Ta,tantalum,171,170.94446
73,Ta,tantalum,172,171.94474
73,Ta,tantalum,173,172.94354
73,Ta,tantalum,174,173.94417
73,Ta,tantalum,175,174.94365
73,Ta,tantalum,176,175.94474
73,Ta,tantalum,177,176.944472
73,Ta,tantalum,178,177.94575
73,Ta,tantalum,179,178.945934
73,Ta,tantalum,180,179.947466
73,Ta,tantalum,181,180.947996
73,Ta,tantalum,182,181.950152
73,Ta,tantalum,183,182.951373
73,Ta,tantalum,184,183.954009
73,Ta,tantalum,185,184.955559
73,Ta,tantalum,186,185.95855
73,Ta,tantalum,187,186.96041
73,Ta,tantalum,188,187.96371
74,W,tungsten,158,157.97394
74,W,tungsten,159,158.97228
74,W,tungsten,160,159.96837
74,W,tungsten,161,160.96709
74,W,tungsten,162,161.96334
74,W,tungsten,163,162.96253
74,W,tungsten,164,163.95898
74,W,tungsten,165,164.95834
74,W,tungsten,166,165.95502
74,W,tungsten,167,166.95467
74,W,tungsten,168,167.95186
74,W,tungsten,169,168.95176
74,W,tungsten,170,169.94929
74,W,tungsten,171,170.94946
74,W,tungsten,172,171.94742
74,W,tungsten,173,172.94783
74,W,tungsten,174,173.94616
74,W,tungsten,175,174.94677
74,W,tungsten,176,175.94559
74,W,tungsten,177,176.94662
74,W,tungsten,178,177.94585
74,W,tungsten,179,178.947072
74,W,tungsten,180,179.946706
74,W,tungsten,181,180.948198
74,W,tungsten,182,181.948206
74,W,tungsten,183,182.9502245
74,W,tungsten,184,183.9509326
74,W,tungsten,185,184.9534206
74,W,tungsten,186,185.954362
74,W,tungsten,187,186.957158
74,W,tungsten,188,187.958487
74,W,tungsten,189,188.96191
74,W,tungsten,190,189.96318
75,Re,rhenium,160,159.98149
75,Re,rhenium,161,160.97766
75,Re,rhenium,162,161.97571
75,Re,rhenium,163,162.97197
75,Re,rhenium,164,163.97032
75,Re,rhenium,165,164.96705
75,Re,rhenium,166,165.9658
75,Re,rhenium,167,166.96256
75,Re,rhenium,168,167.96161
75,Re,rhenium,169,168.95883
75,Re,rhenium,170,169.95816
75,Re,rhenium,171,170.95555
75,Re,rhenium,172,171.95529
75,Re,rhenium,173,172.95306
75,Re,rhenium,174,173.95311
75,Re,rhenium,175,174.95139
75,Re,rhenium,176,175.95157
75,Re,rhenium,177,176.95027
75,Re,rhenium,178,177.95085
75,Re,rhenium,179,178.94998
75,Re,rhenium,180,179.95079
75,Re,rhenium,181,180.950065
75,Re,rhenium,182,181.95121
75,Re,rhenium,183,182.950821
75,Re,rhenium,184,183.952524
75,Re,rhenium,185,184.9529557
75,Re,rhenium,186,185.954987
75,Re,rhenium,187,186.9557508
75,Re,rhenium,188,187.9581123
75,Re,rhenium,189,188.959228
75,Re,rhenium,190,189.96182
75,Re,rhenium,191,190.963124
75,Re,rhenium,192,191.96596
76,Os,osmium,162,161.98382
76,Os,osmium,163,162.98205
76,Os,osmium,164,163.97793
76,Os,osmium,165,164.97648
76,Os,osmium,166,165.97253
76,Os,osmium,167,166.97155
76,Os,osmium,168,167.96783
76,Os,osmium,169,168.96708
76,Os,osmium,170,169.96357
76,Os,osmium,171,170.96304
76,Os,osmium,172,171.96008
76,Os,osmium,173,172.95979
76,Os,osmium,174,173.95712
76,Os,osmium,175,174.95708
76,Os,osmium,176,175.95495
76,Os,osmium,177,176.95505
76,Os,osmium,178,177.95335
76,Os,osmium,179,178.95395
76,Os,osmium,180,179.95235
76,Os,osmium,181,180.95327
76,Os,osmium,182,181.952186
76,Os,osmium,183,182.95311
76,Os,osmium,184,183.952491
76,Os,osmium,185,184.954043
76,Os,osmium,186,185.953838
76,Os,osmium,187,186.9557479
76,Os,osmium,188,187.955836
76,Os,osmium,189,188.9581449
76,Os,osmium,190,189.958445
76,Os,osmium,191,190.960928
76,Os,osmium,192,191.961479
76,Os,osmium,193,192.964148
76,Os,osmium,194,193.965179
76,Os,osmium,195,194.96812
76,Os,osmium,196,195.96962
77,Ir,iridium,165,164.98758
77,Ir,iridium,166,165.98551
77,Ir,iridium,167,166.98154
77,Ir,iridium,168,167.97997
77,Ir,iridium,169,168.97639
77,Ir,iridium,170,169.97503
77,Ir,iridium,171,170.97178
77,Ir,iridium,172,171.97064
77,Ir,iridium,173,172.96771
77,Ir,iridium,174,173.9668
77,Ir,iridium,175,174.96428
77,Ir,iridium,176,175.96351
77,Ir,iridium,177,176.96117
77,Ir,iridium,178,177.96108
77,Ir,iridium,179,178.95915
77,Ir,iridium,180,179.95925
77,Ir,iridium,181,180.95764
77,Ir,iridium,182,181.95813
77,Ir,iridium,183,182.95681
77,Ir,iridium,184,183.95739
77,Ir,iridium,185,184.95659
77,Ir,iridium,186,185.957951
77,Ir,iridium,187,186.957361
77,Ir,iridium,188,187.958852
77,Ir,iridium,189,188.958716
77,Ir,iridium,190,189.96059
77,Ir,iridium,191,190.960591
77,Ir,iridium,192,191.962602
77,Ir,iridium,193,192.962924
77,Ir,iridium,194,193.965076
77,Ir,iridium,195,194.965977
77,Ir,iridium,196,195.96838
77,Ir,iridium,197,196.969636
77,Ir,iridium,198,197.97228
77,Ir,iridium,199,198.97379
78,Pt,platinum,168,167.98804
78,Pt,platinum,169,168.98642
78,Pt,platinum,170,169.98233
78,Pt,platinum,171,170.98125
78,Pt,platinum,172,171.97738
78,Pt,platinum,173,172.9765
78,Pt,platinum,174,173.972811
78,Pt,platinum,175,174.97228
78,Pt,platinum,176,175.969
78,Pt,platinum,177,176.96845
78,Pt,platinum,178,177.96571
78,Pt,platinum,179,178.96548
78,Pt,platinum,180,179.96322
78,Pt,platinum,181,180.96318
78,Pt,platinum,182,181.96127
78,Pt,platinum,183,182.96173
78,Pt,platinum,184,183.9599
78,Pt,platinum,185,184.96075
78,Pt,platinum,186,185.95943
78,Pt,platinum,187,186.96056
78,Pt,platinum,188,187.959396
78,Pt,platinum,189,188.960832
78,Pt,platinum,190,189.95993
78,Pt,platinum,191,190.961685
78,Pt,platinum,192,191.961035
78,Pt,platinum,193,192.962985
78,Pt,platinum,194,193.962664
78,Pt,platinum,195,194.964774
78,Pt,platinum,196,195.964935
78,Pt,platinum,197,196.967323
78,Pt,platinum,198,197.967876
78,Pt,platinum,199,198.970576
78,Pt,platinum,200,199.971424
78,Pt,platinum,201,200.9745
78,Pt,platinum,202,201.97574
79,Au,gold,171,170.99177
79,Au,gold,172,171.99011
79,Au,gold,173,172.9864
79,Au,gold,174,173.98492
79,Au,gold,175,174.98155
79,Au,gold,176,175.98027
79,Au,gold,177,176.97722
79,Au,gold,178,177.97598
79,Au,gold,179,178.97341
79,Au,gold,180,179.9724
79,Au,gold,181,180.96995
79,Au,gold,182,181.96962
79,Au,gold,183,182.96762
79,Au,gold,184,183.96747
79,Au,gold,185,184.96581
79,Au,gold,186,185.966
79,Au,gold,187,186.96456
79,Au,gold,188,187.96509
79,Au,gold,189,188.96389
79,Au,gold,190,189.964699
79,Au,gold,191,190.96365
79,Au,gold,192,191.96481
79,Au,gold,193,192.964132
79,Au,gold,194,193.965339
79,Au,gold,195,194.965018
79,Au,gold,196,195.966551
79,Au,gold,197,196.966552
79,Au,gold,198,197.968225
79,Au,gold,199,198.968748
79,Au,gold,200,199.97072
79,Au,gold,201,200.971641
79,Au,gold,202,201.97379
79,Au,gold,203,202.975137
79,Au,gold,204,203.97771
79,Au,gold,205,204.97961
80,Hg,mercury,175,174.99141
80,Hg,mercury,176,175.98741
80,Hg,mercury,177,176.98634
80,Hg,mercury,178,177.982476
80,Hg,mercury,179,178.98178
80,Hg,mercury,180,179.97832
80,Hg,mercury,181,180.97781
80,Hg,mercury,182,181.97475
80,Hg,mercury,183,182.97456
80,Hg,mercury,184,183.9719
80,Hg,mercury,185,184.97198
80,Hg,mercury,186,185.96946
80,Hg,mercury,187,186.96979
80,Hg,mercury,188,187.96756
80,Hg,mercury,189,188.96813
80,Hg,mercury,190,189.96628
80,Hg,mercury,191,190.96706
80,Hg,mercury,192,191.96557
80,Hg,mercury,193,192.966644
80,Hg,mercury,194,193.965382
80,Hg,mercury,195,194.96664
80,Hg,mercury,196,195.965815
80,Hg,mercury,197,196.967195
80,Hg,mercury,198,197.966752
80,Hg,mercury,199,198.968262
80,Hg,mercury,200,199.968309
80,Hg,mercury,201,200.970285
80,Hg,mercury,202,201.970626
80,Hg,mercury,203,202.972857
80,Hg,mercury,204,203.973476
80,Hg,mercury,205,204.976056
80,Hg,mercury,206,205.977499
80,Hg,mercury,207,206.98258
80,Hg,mercury,208,207.98594
81,Tl,thallium,177,176.99688
81,Tl,thallium,178,177.99523
81,Tl,thallium,179,178.99147
81,Tl,thallium,180,179.99019
81,Tl,thallium,181,180.9869
81,Tl,thallium,182,181.98561
81,Tl,thallium,183,182.9827
81,Tl,thallium,184,183.98176
81,Tl,thallium,185,184.9791
81,Tl,thallium,186,185.97855
81,Tl,thallium,187,186.97617
81,Tl,thallium,188,187.97592
81,Tl,thallium,189,188.97369
81,Tl,thallium,190,189.97379
81,Tl,thallium,191,190.97189
81,Tl,thallium,192,191.97214
81,Tl,thallium,193,192.97055
81,Tl,thallium,194,193.97105
81,Tl,thallium,195,194.96965
81,Tl,thallium,196,195.97052
81,Tl,thallium,197,196.96954
81,Tl,thallium,198,197.97047
81,Tl,thallium,199,198.96981
81,Tl,thallium,200,199.970945
81,Tl,thallium,201,200.970804
81,Tl,thallium,202,201.972091
81,Tl,thallium,203,202.972329
81,Tl,thallium,204,203.973849
81,Tl,thallium,205,204.974412
81,Tl,thallium,206,205.976095
81,Tl,thallium,207,206.977408
81,Tl,thallium,208,207.982005
81,Tl,thallium,209,208.985349
81,Tl,thallium,210,209.990066
82,Pb,lead,181,180.99671
82,Pb,lead,182,181.992676
82,Pb,lead,183,182.99193
82,Pb,lead,184,183.9882
82,Pb,lead,185,184.98758
82,Pb,lead,186,185.9843
82,Pb,lead,187,186.98403
82,Pb,lead,188,187.98106
82,Pb,lead,189,188.98088
82,Pb,lead,190,189.97818
82,Pb,lead,191,190.9782
82,Pb,lead,192,191.97576
82,Pb,lead,193,192.97608
82,Pb,lead,194,193.97397
82,Pb,lead,195,194.97447
82,Pb,lead,196,195.97271
82,Pb,lead,197,196.97338
82,Pb,lead,198,197.97198
82,Pb,lead,199,198.97291
82,Pb,lead,200,199.971816
82,Pb,lead,201,200.97285
82,Pb,lead,202,201.972144
82,Pb,lead,203,202.973375
82,Pb,lead,204,203.973029
82,Pb,lead,205,204.974467
82,Pb,lead,206,205.974449
82,Pb,lead,207,206.975881
82,Pb,lead,208,207.976636
82,Pb,lead,209,208.981075
82,Pb,lead,210,209.984173
82,Pb,lead,211,210.988731
82,Pb,lead,212,211.9918875
82,Pb,lead,213,212.9965
82,Pb,lead,214,213.9997981
83,Bi,bismuth,185,184.99771
83,Bi,bismuth,186,185.99648
83,Bi,bismuth,187,186.99346
83,Bi,bismuth,188,187.99217
83,Bi,bismuth,189,188.98951
83,Bi,bismuth,190,189.98852
83,Bi,bismuth,191,190.98605
83,Bi,bismuth,192,191.98537
83,Bi,bismuth,193,192.98306
83,Bi,bismuth,194,193.98275
83,Bi,bismuth,195,194.98075
83,Bi,bismuth,196,195.98061
83,Bi,bismuth,197,196.97893
83,Bi,bismuth,198,197.97902
83,Bi,bismuth,199,198.97758
83,Bi,bismuth,200,199.97814
83,Bi,bismuth,201,200.97697
83,Bi,bismuth,202,201.97767
83,Bi,bismuth,203,202.976868
83,Bi,bismuth,204,203.977805
83,Bi,bismuth,205,204.977375
83,Bi,bismuth,206,205.978483
83,Bi,bismuth,207,206.978455
83,Bi,bismuth,208,207.979727
83,Bi,bismuth,209,208.980383
83,Bi,bismuth,210,209.984105
83,Bi,bismuth,211,210.987258
83,Bi,bismuth,212,211.991272
83,Bi,bismuth,213,212.994375
83,Bi,bismuth,214,213.998699
83,Bi,bismuth,215,215.00183
83,Bi,bismuth,216,216.0062
84,Po,polonium,190,189.99511
84,Po,polonium,191,190.99465
84,Po,polonium,192,191.99152
84,Po,polonium,193,192.9911
84,Po,polonium,194,193.98828
84,Po,polonium,195,194.98805
84,Po,polonium,196,195.98551
84,Po,polonium,197,196.98557
84,Po,polonium,198,197.98334
84,Po,polonium,199,198.9836
84,Po,polonium,200,199.98174
84,Po,polonium,201,200.98221
84,Po,polonium,202,201.9807
84,Po,polonium,203,202.98141
84,Po,polonium,204,203.980307
84,Po,polonium,205,204.98117
84,Po,polonium,206,205.980465
84,Po,polonium,207,206.981578
84,Po,polonium,208,207.981231
84,Po,polonium,209,208.982416
84,Po,polonium,210,209.982857
84,Po,polonium,211,210.986637
84,Po,polonium,212,211.988852
84,Po,polonium,213,212.992843
84,Po,polonium,214,213.995186
84,Po,polonium,215,214.999415
84,Po,polonium,216,216.0019052
84,Po,polonium,217,217.00625
84,Po,polonium,218,218.0089658
85,At,astatine,193,193.00019
85,At,astatine,194,193.99897
85,At,astatine,195,194.99655
85,At,astatine,196,195.9957
85,At,astatine,197,196.99329
85,At,astatine,198,197.99275
85,At,astatine,199,198.99063
85,At,astatine,200,199.99029
85,At,astatine,201,200.98849
85,At,astatine,202,201.98845
85,At,astatine,203,202.98685
85,At,astatine,204,203.98726
85,At,astatine,205,204.98604
85,At,astatine,206,205.9866
85,At,astatine,207,206.985776
85,At,astatine,208,207.986583
85,At,astatine,209,208.986159
85,At,astatine,210,209.987131
85,At,astatine,211,210.987481
85,At,astatine,212,211.990735
85,At,astatine,213,212.992921
85,At,astatine,214,213.996356
85,At,astatine,215,214.998641
85,At,astatine,216,216.002409
85,At,astatine,217,217.00471
85,At,astatine,218,218.008681
85,At,astatine,219,219.0113
85,At,astatine,220,220.0153
85,At,astatine,221,221.01814
85,At,astatine,222,222.02233
85,At,astatine,223,223.02534
86,Rn,radon,196,196.00231
86,Rn,radon,197,197.00166
86,Rn,radon,198,197.99878
86,Rn,radon,199,198.99831
86,Rn,radon,200,199.99568
86,Rn,radon,201,200.99554
86,Rn,radon,202,201.99322
86,Rn,radon,203,202.99332
86,Rn,radon,204,203.99137
86,Rn,radon,205,204.99167
86,Rn,radon,206,205.99016
86,Rn,radon,207,206.99073
86,Rn,radon,208,207.989631
86,Rn,radon,209,208.99038
86,Rn,radon,210,209.98968
86,Rn,radon,211,210.990585
86,Rn,radon,212,211.990689
86,Rn,radon,213,212.993868
86,Rn,radon,214,213.995346
86,Rn,radon,215,214.998729
86,Rn,radon,216,216.000258
86,Rn,radon,217,217.003915
86,Rn,radon,218,218.005586
86,Rn,radon,219,219.009475
86,Rn,radon,220,220.0113841
86,Rn,radon,221,221.01546
86,Rn,radon,222,222.0175705
86,Rn,radon,223,223.02179
86,Rn,radon,224,224.02409
86,Rn,radon,225,225.02844
86,Rn,radon,226,226.03089
86,Rn,radon,227,227.03541
86,Rn,radon,228,228.03808
87,Fr,francium,200,200.0065
87,Fr,francium,201,201.00399
87,Fr,francium,202,202.00329
87,Fr,francium,203,203.00105
87,Fr,francium,204,204.00059
87,Fr,francium,205,204.99866
87,Fr,francium,206,205.99849
87,Fr,francium,207,206.99686
87,Fr,francium,208,207.99713
87,Fr,francium,209,208.99592
87,Fr,francium,210,209.996398
87,Fr,francium,211,210.995529
87,Fr,francium,212,211.996195
87,Fr,francium,213,212.996175
87,Fr,francium,214,213.998955
87,Fr,francium,215,215.000326
87,Fr,francium,216,216.003188
87,Fr,francium,217,217.004616
87,Fr,francium,218,218.007563
87,Fr,francium,219,219.009241
87,Fr,francium,220,220.012313
87,Fr,francium,221,221.014246
87,Fr,francium,222,222.017544
87,Fr,francium,223,223.0197307
87,Fr,francium,224,224.02324
87,Fr,francium,225,225.025607
87,Fr,francium,226,226.02934
87,Fr,francium,227,227.03183
87,Fr,francium,228,228.03572
87,Fr,francium,229,229.03843
87,Fr,francium,230,230.04251
87,Fr,francium,231,231.04541
87,Fr,francium,232,232.04965
88,Ra,radium,203,203.00921
88,Ra,radium,204,204.00648
88,Ra,radium,205,205.00619
88,Ra,radium,206,206.00378
88,Ra,radium,207,207.00373
88,Ra,radium,208,208.00178
88,Ra,radium,209,209.00194
88,Ra,radium,210,210.00045
88,Ra,radium,211,211.00089
88,Ra,radium,212,211.999783
88,Ra,radium,213,213.00035
88,Ra,radium,214,214.000091
88,Ra,radium,215,215.002704
88,Ra,radium,216,216.003518
88,Ra,radium,217,217.006306
88,Ra,radium,218,218.007124
88,Ra,radium,219,219.010069
88,Ra,radium,220,220.011015
88,Ra,radium,221,221.013908
88,Ra,radium,222,222.015362
88,Ra,radium,223,223.018497
88,Ra,radium,224,224.020202
88,Ra,radium,225,225.023604
88,Ra,radium,226,226.0254026
88,Ra,radium,227,227.0291707
88,Ra,radium,228,228.0310641
88,Ra,radium,229,229.03482
88,Ra,radium,230,230.03708
88,Ra,radium,231,231.04122
88,Ra,radium,232,232.04369
88,Ra,radium,233,233.048
88,Ra,radium,234,234.05055
89,Ac,actinium,207,207.01209
89,Ac,actinium,208,208.01149
89,Ac,actinium,209,209.00957
89,Ac,actinium,210,210.00926
89,Ac,actinium,211,211.00765
89,Ac,actinium,212,212.00781
89,Ac,actinium,213,213.00657
89,Ac,actinium,214,214.00689
89,Ac,actinium,215,215.00645
89,Ac,actinium,216,216.008721
89,Ac,actinium,217,217.009333
89,Ac,actinium,218,218.01163
89,Ac,actinium,219,219.0124
89,Ac,actinium,220,220.01475
89,Ac,actinium,221,221.01558
89,Ac,actinium,222,222.017829
89,Ac,actinium,223,223.019126
89,Ac,actinium,224,224.021708
89,Ac,actinium,225,225.023221
89,Ac,actinium,226,226.02609
89,Ac,actinium,227,227.027747
89,Ac,actinium,228,228.0310148
89,Ac,actinium,229,229.03293
89,Ac,actinium,230,230.03603
89,Ac,actinium,231,231.03855
89,Ac,actinium,232,232.04202
89,Ac,actinium,233,233.04455
89,Ac,actinium,234,234.04842
89,Ac,actinium,235,235.0511
89,Ac,actinium,236,236.05518
90,Th,thorium,210,210.01503
90,Th,thorium,211,211.01486
90,Th,thorium,212,212.01292
90,Th,thorium,213,213.01296
90,Th,thorium,214,214.01145
90,Th,thorium,215,215.01173
90,Th,thorium,216,216.011051
90,Th,thorium,217,217.01307
90,Th,thorium,218,218.013268
90,Th,thorium,219,219.01552
90,Th,thorium,220,220.015733
90,Th,thorium,221,221.018171
90,Th,thorium,222,222.018454
90,Th,thorium,223,223.020795
90,Th,thorium,224,224.021459
90,Th,thorium,225,225.023941
90,Th,thorium,226,226.024891
90,Th,thorium,227,227.027699
90,Th,thorium,228,228.0287313
90,Th,thorium,229,229.031755
90,Th,thorium,230,230.0331266
90,Th,thorium,231,231.0362971
90,Th,thorium,232,232.0380504
90,Th,thorium,233,233.0415769
90,Th,thorium,234,234.043595
90,Th,thorium,235,235.0475
90,Th,thorium,236,236.04971
90,Th,thorium,237,237.05389
90,Th,thorium,238,238.05624
91,Pa,protactinium,213,213.02118
91,Pa,protactinium,214,214.02074
91,Pa,protactinium,215,215.0191
91,Pa,protactinium,216,216.01911
91,Pa,protactinium,217,217.01829
91,Pa,protactinium,218,218.02001
91,Pa,protactinium,219,219.01988
91,Pa,protactinium,220,220.02188
91,Pa,protactinium,221,221.02186
91,Pa,protactinium,222,222.02373
91,Pa,protactinium,223,223.02396
91,Pa,protactinium,224,224.02561
91,Pa,protactinium,225,225.02612
91,Pa,protactinium,226,226.027933
91,Pa,protactinium,227,227.028793
91,Pa,protactinium,228,228.031037
91,Pa,protactinium,229,229.032089
91,Pa,protactinium,230,230.034533
91,Pa,protactinium,231,231.0358789
91,Pa,protactinium,232,232.038582
91,Pa,protactinium,233,233.0402402
91,Pa,protactinium,234,234.043302
91,Pa,protactinium,235,235.04544
91,Pa,protactinium,236,236.04868
91,Pa,protactinium,237,237.05114
91,Pa,protactinium,238,238.0545
91,Pa,protactinium,239,239.05713
91,Pa,protactinium,240,240.06098
92,U,uranium,218,218.02349
92,U,uranium,219,219.02492
92,U,uranium,220,220.02471
92,U,uranium,221,221.02635
92,U,uranium,222,222.02607
92,U,uranium,223,223.02772
92,U,uranium,224,224.02759
92,U,uranium,225,225.02938
92,U,uranium,226,226.02934
92,U,uranium,227,227.03114
92,U,uranium,228,228.031366
92,U,uranium,229,229.033496
92,U,uranium,230,230.033927
92,U,uranium,231,231.036289
92,U,uranium,232,232.0371463
92,U,uranium,233,233.039628
92,U,uranium,234,234.0409456
92,U,uranium,235,235.0439231
92,U,uranium,236,236.0455619
92,U,uranium,237,237.048724
92,U,uranium,238,238.0507826
92,U,uranium,239,239.0542878
92,U,uranium,240,240.056586
92,U,uranium,241,241.06033
92,U,uranium,242,242.06293
93,Np,neptunium,225,225.0339
93,Np,neptunium,226,226.03513
93,Np,neptunium,227,227.03496
93,Np,neptunium,228,228.03618
93,Np,neptunium,229,229.03625
93,Np,neptunium,230,230.03781
93,Np,neptunium,231,231.03823
93,Np,neptunium,232,232.0401
93,Np,neptunium,233,233.04073
93,Np,neptunium,234,234.042889
93,Np,neptunium,235,235.0440559
93,Np,neptunium,236,236.04656
93,Np,neptunium,237,237.0481673
93,Np,neptunium,238,238.0509405
93,Np,neptunium,239,239.0529314
93,Np,neptunium,240,240.056169
93,Np,neptunium,241,241.05825
93,Np,neptunium,242,242.06164
93,Np,neptunium,243,243.06427
93,Np,neptunium,244,244.06785
94,Pu,plutonium,228,228.03873
94,Pu,plutonium,229,229.04014
94,Pu,plutonium,230,230.039646
94,Pu,plutonium,231,231.04126
94,Pu,plutonium,232,232.041179
94,Pu,plutonium,233,233.04299
94,Pu,plutonium,234,234.043305
94,Pu,plutonium,235,235.045282
94,Pu,plutonium,236,236.0460481
94,Pu,plutonium,237,237.0484038
94,Pu,plutonium,238,238.0495534
94,Pu,plutonium,239,239.0521565
94,Pu,plutonium,240,240.0538075
94,Pu,plutonium,241,241.0568453
94,Pu,plutonium,242,242.0587368
94,Pu,plutonium,243,243.061997
94,Pu,plutonium,244,244.064198
94,Pu,plutonium,245,245.067739
94,Pu,plutonium,246,246.070198
94,Pu,plutonium,247,247.07407
95,Am,americium,231,231.04556
95,Am,americium,232,232.04659
95,Am,americium,233,233.04647
95,Am,americium,234,234.04779
95,Am,americium,235,235.04803
95,Am,americium,236,236.04957
95,Am,americium,237,237.04997
95,Am,americium,238,238.05198
95,Am,americium,239,239.053018
95,Am,americium,240,240.055288
95,Am,americium,241,241.0568229
95,Am,americium,242,242.059543
